Date,Longitude,Latitude,Elevation,Max Temperature,Min Temperature,Relative Humidity
5/21/1999,103.75,1.405030012,1,31.332,24.664,0.834491993
5/22/1999,103.75,1.405030012,1,32.453,24.575,0.75789283
5/23/1999,103.75,1.405030012,1,29.598,25.399,0.846199017
5/24/1999,103.75,1.405030012,1,30.643,24.888,0.825206949
5/25/1999,103.75,1.405030012,1,28.577,24.374,0.887245844
5/26/1999,103.75,1.405030012,1,32.361,24.204,0.76719078
5/27/1999,103.75,1.405030012,1,30.223,23.037,0.795943987
5/28/1999,103.75,1.405030012,1,32.903,25.644,0.731525357
5/29/1999,103.75,1.405030012,1,32.165,25.047,0.719989138
5/30/1999,103.75,1.405030012,1,32.856,25.911,0.708072784
5/31/1999,103.75,1.405030012,1,30.865,23.875,0.774751509
6/1/1999,103.75,1.405030012,1,29.008,24.825,0.837613103
6/2/1999,103.75,1.405030012,1,31.854,24.869,0.730529017
6/3/1999,103.75,1.405030012,1,29.954,23.449,0.719075815
6/4/1999,103.75,1.405030012,1,32.578,21.46,0.669908585
6/5/1999,103.75,1.405030012,1,32.276,20.783,0.675673039
6/6/1999,103.75,1.405030012,1,32.678,21.087,0.662721243
6/7/1999,103.75,1.405030012,1,31.918,25.009,0.766780814
6/8/1999,103.75,1.405030012,1,30.401,25.371,0.80125744
6/9/1999,103.75,1.405030012,1,30.511,25.325,0.782162671
6/10/1999,103.75,1.405030012,1,29.977,25.395,0.785914221
6/11/1999,103.75,1.405030012,1,30.606,23.62,0.809141156
6/12/1999,103.75,1.405030012,1,30.292,22.011,0.812631214
6/13/1999,103.75,1.405030012,1,30.748,24.198,0.818314319
6/14/1999,103.75,1.405030012,1,30.243,25.56,0.803154053
6/15/1999,103.75,1.405030012,1,31.776,23.361,0.743752069
6/16/1999,103.75,1.405030012,1,30.775,22.6,0.804164655
6/17/1999,103.75,1.405030012,1,30.809,23.78,0.775802553
6/18/1999,103.75,1.405030012,1,30.296,24.853,0.802380953
6/19/1999,103.75,1.405030012,1,32.844,26.02,0.683934181
6/20/1999,103.75,1.405030012,1,31.744,23.511,0.700914353
6/21/1999,103.75,1.405030012,1,31.649,24.855,0.756760174
6/22/1999,103.75,1.405030012,1,29.638,23.434,0.848414404
6/23/1999,103.75,1.405030012,1,31.512,23.274,0.832918895
6/24/1999,103.75,1.405030012,1,31.962,23.094,0.823176825
6/25/1999,103.75,1.405030012,1,28.718,22.559,0.895408715
6/26/1999,103.75,1.405030012,1,29.359,23.795,0.827152804
6/27/1999,103.75,1.405030012,1,30.493,22.22,0.783823549
6/28/1999,103.75,1.405030012,1,29.262,22.943,0.876680798
6/29/1999,103.75,1.405030012,1,28.194,23.895,0.868966245
6/30/1999,103.75,1.405030012,1,29.375,24.257,0.808689489
7/1/1999,103.75,1.405030012,1,28.79,23.893,0.824735147
7/2/1999,103.75,1.405030012,1,31.764,23.647,0.75160454
7/3/1999,103.75,1.405030012,1,29.8,23.434,0.828599167
7/4/1999,103.75,1.405030012,1,27.977,22.813,0.88706596
7/5/1999,103.75,1.405030012,1,28.253,23.062,0.883566984
7/6/1999,103.75,1.405030012,1,28.338,22.351,0.87299959
7/7/1999,103.75,1.405030012,1,30.231,23.796,0.824377606
7/8/1999,103.75,1.405030012,1,31.336,24.019,0.840269342
7/9/1999,103.75,1.405030012,1,29.338,22.466,0.882611022
7/10/1999,103.75,1.405030012,1,30.793,22.219,0.80455745
7/11/1999,103.75,1.405030012,1,30.816,23.537,0.752601522
7/12/1999,103.75,1.405030012,1,30.102,24.492,0.777084628
7/13/1999,103.75,1.405030012,1,30.955,24.894,0.744462392
7/14/1999,103.75,1.405030012,1,29.535,24.301,0.837410742
7/15/1999,103.75,1.405030012,1,29.942,24.07,0.820529037
7/16/1999,103.75,1.405030012,1,30.751,24.819,0.777279726
7/17/1999,103.75,1.405030012,1,29.318,23.551,0.80679024
7/18/1999,103.75,1.405030012,1,32.03,24.44,0.719245113
7/19/1999,103.75,1.405030012,1,30.365,25.306,0.763911688
7/20/1999,103.75,1.405030012,1,30.875,25.241,0.742160643
7/21/1999,103.75,1.405030012,1,31.081,24.795,0.719340271
7/22/1999,103.75,1.405030012,1,31.606,23.934,0.735908172
7/23/1999,103.75,1.405030012,1,30.647,24.659,0.749225261
7/24/1999,103.75,1.405030012,1,31.205,24.956,0.725386307
7/25/1999,103.75,1.405030012,1,29.414,24.4,0.815046453
7/26/1999,103.75,1.405030012,1,30.387,25.324,0.706903607
7/27/1999,103.75,1.405030012,1,31.494,24.216,0.688822891
7/28/1999,103.75,1.405030012,1,32.626,24.966,0.689941957
7/29/1999,103.75,1.405030012,1,31.534,25.309,0.723728324
7/30/1999,103.75,1.405030012,1,30.211,25.324,0.7783821
7/31/1999,103.75,1.405030012,1,30.457,24.449,0.778624702
8/1/1999,103.75,1.405030012,1,30.297,22.674,0.731453413
8/2/1999,103.75,1.405030012,1,31.163,24.901,0.698485328
8/3/1999,103.75,1.405030012,1,32.271,25.864,0.670530764
8/4/1999,103.75,1.405030012,1,30.406,25.004,0.76603355
8/5/1999,103.75,1.405030012,1,25.253,22.75,0.935920139
8/6/1999,103.75,1.405030012,1,28.376,21.624,0.860810062
8/7/1999,103.75,1.405030012,1,29.734,24.268,0.840243421
8/8/1999,103.75,1.405030012,1,30.399,23.737,0.829618999
8/9/1999,103.75,1.405030012,1,30.718,24.656,0.804478236
8/10/1999,103.75,1.405030012,1,32.048,24.504,0.736173161
8/11/1999,103.75,1.405030012,1,30.767,24.456,0.74460623
8/12/1999,103.75,1.405030012,1,27.605,23.973,0.822046574
8/13/1999,103.75,1.405030012,1,29.475,23.515,0.791326997
8/14/1999,103.75,1.405030012,1,29.495,23.638,0.807036627
8/15/1999,103.75,1.405030012,1,28.382,23.213,0.872027101
8/16/1999,103.75,1.405030012,1,30.534,22.063,0.786117105
8/17/1999,103.75,1.405030012,1,29.448,23.384,0.819344902
8/18/1999,103.75,1.405030012,1,30.395,22.932,0.81958128
8/19/1999,103.75,1.405030012,1,29.415,23.466,0.85249217
8/20/1999,103.75,1.405030012,1,27.469,22.502,0.920891084
8/21/1999,103.75,1.405030012,1,28.209,22.137,0.902997366
8/22/1999,103.75,1.405030012,1,27.724,22.568,0.897697507
8/23/1999,103.75,1.405030012,1,30.283,24.587,0.743596649
8/24/1999,103.75,1.405030012,1,29.186,23.874,0.847522878
8/25/1999,103.75,1.405030012,1,28.413,23.036,0.888034452
8/26/1999,103.75,1.405030012,1,32.83,23.139,0.805946784
8/27/1999,103.75,1.405030012,1,31.491,23.295,0.757668122
8/28/1999,103.75,1.405030012,1,31.299,22.012,0.731272531
8/29/1999,103.75,1.405030012,1,28.187,23.685,0.827515548
8/30/1999,103.75,1.405030012,1,30.211,22.456,0.807422161
8/31/1999,103.75,1.405030012,1,29.136,22.328,0.876497908
9/1/1999,103.75,1.405030012,1,28.716,23.662,0.861565585
9/2/1999,103.75,1.405030012,1,30.398,23.607,0.764224886
9/3/1999,103.75,1.405030012,1,30.39,24.067,0.762658079
9/4/1999,103.75,1.405030012,1,28.936,23.284,0.864838987
9/5/1999,103.75,1.405030012,1,28.983,23.603,0.857041228
9/6/1999,103.75,1.405030012,1,29.021,22.294,0.788301687
9/7/1999,103.75,1.405030012,1,29.259,22.772,0.794242676
9/8/1999,103.75,1.405030012,1,30.846,24.007,0.777109908
9/9/1999,103.75,1.405030012,1,31.215,24.328,0.801028329
9/10/1999,103.75,1.405030012,1,29.482,22.996,0.882994724
9/11/1999,103.75,1.405030012,1,32.11,23,0.724834812
9/12/1999,103.75,1.405030012,1,32.72,23.303,0.628275774
9/13/1999,103.75,1.405030012,1,32.18,24.264,0.684557788
9/14/1999,103.75,1.405030012,1,29.132,22.636,0.800624098
9/15/1999,103.75,1.405030012,1,31.633,22.938,0.800326266
9/16/1999,103.75,1.405030012,1,30.544,22.036,0.780334353
9/17/1999,103.75,1.405030012,1,31.59,24.791,0.771119979
9/18/1999,103.75,1.405030012,1,32.128,22.971,0.793726223
9/19/1999,103.75,1.405030012,1,30.244,23.186,0.793483886
9/20/1999,103.75,1.405030012,1,30.548,23.2,0.812748577
9/21/1999,103.75,1.405030012,1,32.116,23.801,0.772150936
9/22/1999,103.75,1.405030012,1,32.941,22.478,0.718661478
9/23/1999,103.75,1.405030012,1,30.493,23.811,0.788972828
9/24/1999,103.75,1.405030012,1,31.444,24.525,0.788801994
9/25/1999,103.75,1.405030012,1,30.435,24.526,0.840893059
9/26/1999,103.75,1.405030012,1,31.868,24.577,0.813333628
9/27/1999,103.75,1.405030012,1,30.355,23.29,0.827278371
9/28/1999,103.75,1.405030012,1,29.879,24.077,0.81314144
9/29/1999,103.75,1.405030012,1,29.482,23.049,0.846305218
9/30/1999,103.75,1.405030012,1,30.268,22.622,0.83072572
10/1/1999,103.75,1.405030012,1,28.555,23.6,0.896304206
10/2/1999,103.75,1.405030012,1,28.643,24.519,0.837816599
10/3/1999,103.75,1.405030012,1,32.183,22.886,0.796175452
10/4/1999,103.75,1.405030012,1,28.455,23.67,0.89823571
10/5/1999,103.75,1.405030012,1,30.628,22.881,0.84034094
10/6/1999,103.75,1.405030012,1,33.635,22.161,0.768784195
10/7/1999,103.75,1.405030012,1,31.756,23.843,0.748857304
10/8/1999,103.75,1.405030012,1,31.174,24.419,0.789789203
10/9/1999,103.75,1.405030012,1,30.672,23.361,0.824859172
10/10/1999,103.75,1.405030012,1,28.126,23.219,0.907151596
10/11/1999,103.75,1.405030012,1,29.315,23.533,0.865106298
10/12/1999,103.75,1.405030012,1,29.371,22.517,0.853297748
10/13/1999,103.75,1.405030012,1,28.458,23.85,0.851887022
10/14/1999,103.75,1.405030012,1,31.562,24.417,0.770236898
10/15/1999,103.75,1.405030012,1,29.614,23.764,0.850884642
10/16/1999,103.75,1.405030012,1,32.7,23.127,0.794029409
10/17/1999,103.75,1.405030012,1,31.044,23.514,0.82460201
10/18/1999,103.75,1.405030012,1,32.016,22.856,0.788942281
10/19/1999,103.75,1.405030012,1,28.647,23.113,0.863590146
10/20/1999,103.75,1.405030012,1,31.841,22.69,0.739367512
10/21/1999,103.75,1.405030012,1,25.871,23.489,0.899850377
10/22/1999,103.75,1.405030012,1,30.306,22.617,0.80462603
10/23/1999,103.75,1.405030012,1,28.078,24.217,0.836921209
10/24/1999,103.75,1.405030012,1,31.406,25.127,0.721018348
10/25/1999,103.75,1.405030012,1,31.306,24.387,0.740327796
10/26/1999,103.75,1.405030012,1,33.323,22.746,0.798559243
10/27/1999,103.75,1.405030012,1,29.311,23.81,0.878911537
10/28/1999,103.75,1.405030012,1,31.042,23.27,0.843444041
10/29/1999,103.75,1.405030012,1,30.888,23.389,0.759495526
10/30/1999,103.75,1.405030012,1,31.886,23.942,0.830428381
10/31/1999,103.75,1.405030012,1,29.636,24.043,0.844090027
11/1/1999,103.75,1.405030012,1,30.228,24.017,0.782024898
11/2/1999,103.75,1.405030012,1,30.208,23.772,0.77799913
11/3/1999,103.75,1.405030012,1,31.847,25.194,0.66732191
11/4/1999,103.75,1.405030012,1,31.888,25.506,0.637384033
11/5/1999,103.75,1.405030012,1,31.694,25.664,0.668641907
11/6/1999,103.75,1.405030012,1,32.486,24.818,0.692940999
11/7/1999,103.75,1.405030012,1,32.418,24.632,0.693014774
11/8/1999,103.75,1.405030012,1,33.365,25.536,0.662380845
11/9/1999,103.75,1.405030012,1,32.361,24.343,0.729120517
11/10/1999,103.75,1.405030012,1,32.443,22.832,0.806492787
11/11/1999,103.75,1.405030012,1,33.927,24.668,0.802234786
11/12/1999,103.75,1.405030012,1,29.795,24.363,0.855393585
11/13/1999,103.75,1.405030012,1,27.908,24.142,0.911454399
11/14/1999,103.75,1.405030012,1,27.983,24.054,0.864513736
11/15/1999,103.75,1.405030012,1,28.29,24.27,0.891086179
11/16/1999,103.75,1.405030012,1,29.955,23.457,0.840141327
11/17/1999,103.75,1.405030012,1,31.581,22.82,0.796900229
11/18/1999,103.75,1.405030012,1,32.199,23.255,0.792739691
11/19/1999,103.75,1.405030012,1,27.828,23.204,0.894285975
11/20/1999,103.75,1.405030012,1,28.412,23.833,0.904018745
11/21/1999,103.75,1.405030012,1,27.605,23.738,0.892441464
11/22/1999,103.75,1.405030012,1,31.737,23.728,0.834552262
11/23/1999,103.75,1.405030012,1,29.455,22.863,0.903075028
11/24/1999,103.75,1.405030012,1,28.71,24.152,0.869649545
11/25/1999,103.75,1.405030012,1,30.61,23.312,0.823609867
11/26/1999,103.75,1.405030012,1,29.133,23.643,0.902695658
11/27/1999,103.75,1.405030012,1,29.147,23.476,0.902964366
11/28/1999,103.75,1.405030012,1,29.023,22.665,0.901946696
11/29/1999,103.75,1.405030012,1,29.66,24.372,0.840401226
11/30/1999,103.75,1.405030012,1,28.413,24.1,0.891938997
12/1/1999,103.75,1.405030012,1,27.269,23.942,0.921726121
12/2/1999,103.75,1.405030012,1,28.14,24.18,0.894509426
12/3/1999,103.75,1.405030012,1,27.771,24.688,0.896250365
12/4/1999,103.75,1.405030012,1,26.934,23.928,0.937153757
12/5/1999,103.75,1.405030012,1,28.785,23.521,0.878058866
12/6/1999,103.75,1.405030012,1,28.051,23.856,0.875888906
12/7/1999,103.75,1.405030012,1,29.114,24.532,0.84339067
12/8/1999,103.75,1.405030012,1,30.622,23.836,0.844774745
12/9/1999,103.75,1.405030012,1,29.796,23.596,0.809681366
12/10/1999,103.75,1.405030012,1,30.57,23.717,0.807668887
12/11/1999,103.75,1.405030012,1,30.559,24.186,0.799764268
12/12/1999,103.75,1.405030012,1,30.949,24.328,0.748450916
12/13/1999,103.75,1.405030012,1,31.321,24.764,0.720966308
12/14/1999,103.75,1.405030012,1,31.122,24.704,0.721802288
12/15/1999,103.75,1.405030012,1,31.534,24.376,0.767525247
12/16/1999,103.75,1.405030012,1,30.953,24.172,0.7738739
12/17/1999,103.75,1.405030012,1,30.148,24.15,0.841590487
12/18/1999,103.75,1.405030012,1,28.652,24.746,0.870402405
12/19/1999,103.75,1.405030012,1,28.582,23.938,0.89735208
12/20/1999,103.75,1.405030012,1,26.997,23.551,0.89905001
12/21/1999,103.75,1.405030012,1,27.707,23.562,0.856837839
12/22/1999,103.75,1.405030012,1,25.965,24.087,0.887562226
12/23/1999,103.75,1.405030012,1,27.09,23.134,0.854481408
12/24/1999,103.75,1.405030012,1,25.958,23.892,0.833800059
12/25/1999,103.75,1.405030012,1,26.817,23.772,0.820563272
12/26/1999,103.75,1.405030012,1,28.115,22.622,0.765622998
12/27/1999,103.75,1.405030012,1,30.233,22.909,0.721580849
12/28/1999,103.75,1.405030012,1,32.374,22.575,0.751731916
12/29/1999,103.75,1.405030012,1,31.149,23.469,0.810877606
12/30/1999,103.75,1.405030012,1,28.879,23.772,0.81458318
12/31/1999,103.75,1.405030012,1,29.609,24.005,0.833283118
1/1/2000,103.75,1.405030012,1,28.888,24.859,0.776150725
